hcpid,zip,calls
HCP08402,30302,52
HCP08403,99502,16
HCP08404,16820,8
HCP08405,46003,40
HCP08406,59002,40
HCP08407,87004,20
HCP08408,68003,29
HCP08409,29003,29
HCP08410,87001,14
HCP08411,30301,60
HCP08412,60002,29
HCP08413,05009,55
HCP08414,90003,24
HCP08415,38602,51
HCP08416,32004,57
HCP08417,35005,8
HCP08418,53003,16
HCP08419,68003,58
HCP08420,48002,6
HCP08421,06001,15
HCP08422,59001,19
HCP08423,90211,35
HCP08424,57002,55
HCP08425,99501,17
HCP08426,66003,39
HCP08427,58003,34
HCP08428,90210,35
HCP08429,53001,27
HCP08430,02102,44
HCP08431,08001,36
HCP08432,46003,60
HCP08433,73002,37
HCP08434,77001,46
HCP08435,70002,38
HCP08436,05009,22
HCP08437,45202,17
HCP08438,20003,12
HCP08439,98001,24
HCP08440,90001,21
HCP08441,87001,22
HCP08442,87002,49
HCP08443,37012,47
HCP08444,97001,24
HCP08445,30301,14
HCP08446,59003,57
HCP08447,12001,17
HCP08448,82003,58
HCP08449,75001,27
HCP08450,98001,16
HCP08451,20603,24
HCP08452,20001,9
HCP08453,87001,7
HCP08454,12004,31
HCP08455,16822,56
HCP08456,45203,60
HCP08457,29001,57
HCP08458,60001,32
HCP08459,10001,18
HCP08460,37012,55
HCP08461,73003,12
HCP08462,59002,34
HCP08463,30004,29
HCP08464,53002,21
HCP08465,20103,54
HCP08466,20003,8
HCP08467,90210,5
HCP08468,43003,11
HCP08469,53002,33
HCP08470,96701,5
HCP08471,19702,50
HCP08472,82003,11
HCP08473,29002,37
HCP08474,63002,37
HCP08475,08003,56
HCP08476,30004,20
HCP08477,33125,5
HCP08478,19701,47
HCP08479,59003,20
HCP08480,90211,55
HCP08481,83202,47
HCP08482,08003,8
HCP08483,98102,26
HCP08484,37010,38
HCP08485,20001,60
HCP08486,20102,25
HCP08487,35006,17
HCP08488,73001,48
HCP08489,19701,6
HCP08490,58003,45
HCP08491,55003,10
HCP08492,24712,22
HCP08493,20103,33
HCP08494,84002,16
HCP08495,46002,58
HCP08496,37011,48
HCP08497,82002,51
HCP08498,24712,16
HCP08499,32006,54
HCP08500,46002,13
HCP08501,19104,57
HCP08502,45201,37
HCP08503,82002,47
HCP08504,02801,47
HCP08505,58001,24
HCP08506,77003,16
HCP08507,60603,53
HCP08508,40004,27
HCP08509,05009,49
HCP08510,59003,38
HCP08511,33127,20
HCP08512,85003,24
HCP08513,32003,34
HCP08514,70003,32
HCP08515,98102,36
HCP08516,57003,13
HCP08517,57002,37
HCP08518,90002,47
HCP08519,35004,40
HCP08520,19103,58
HCP08521,24712,54
HCP08522,71602,16
HCP08523,02802,44
HCP08524,33125,17
HCP08525,73001,22
HCP08526,45202,36
HCP08527,83203,19
HCP08528,12001,34
HCP08529,90003,29
HCP08530,45203,26
HCP08531,37010,57
HCP08532,90212,20
HCP08533,68001,17
HCP08534,19104,29
HCP08535,60603,17
HCP08536,01002,41
HCP08537,68002,43
HCP08538,20003,32
HCP08539,16820,25
HCP08540,60002,47
HCP08541,12002,26
HCP08542,12004,10
HCP08543,77003,28
HCP08544,60602,46
HCP08545,32006,59
HCP08546,58003,9
HCP08547,77003,59
HCP08548,63002,46
HCP08549,90001,8
HCP08550,20003,35
HCP08551,58001,49
HCP08552,73001,45
HCP08553,33126,9
HCP08554,02101,20
HCP08555,20101,37
HCP08556,50003,29
HCP08557,16822,58
HCP08558,07003,51
HCP08559,94105,57
HCP08560,02801,18
HCP08561,88902,56
HCP08562,30303,47
HCP08563,01001,25
HCP08564,20603,13
HCP08565,19104,22
HCP08566,97001,6
HCP08567,50003,25
HCP08568,06002,24
HCP08569,90003,13
HCP08570,02804,9
HCP08571,40006,28
HCP08572,59003,33
HCP08573,43002,29
HCP08574,04003,34
HCP08575,94103,32
HCP08576,60601,58
HCP08577,53001,59
HCP08578,40004,57
HCP08579,33126,25
HCP08580,24712,9
HCP08581,07003,11
HCP08582,73002,41
HCP08583,29001,15
HCP08584,03033,57
HCP08585,60003,37
HCP08586,40006,12
HCP08587,20101,18
HCP08588,01001,22
HCP08589,45203,6
HCP08590,06003,48
HCP08591,35006,11
HCP08592,57003,5
HCP08593,29002,38
HCP08594,68003,55
HCP08595,38602,25
HCP08596,02102,53
HCP08597,08002,45
HCP08598,98003,38
HCP08599,59003,55
HCP08600,63005,49
HCP08601,99503,6
HCP08602,16821,38
HCP08603,85002,18
HCP08604,83202,45
HCP08605,16822,45
HCP08606,87004,56
HCP08607,80001,47
HCP08608,33125,44
HCP08609,46002,10
HCP08610,12004,59
HCP08611,55001,55
HCP08612,30003,22
HCP08613,07002,22
HCP08614,66006,34
HCP08615,98103,34
HCP08616,19702,23
HCP08617,40003,46
HCP08618,87001,33
HCP08619,19103,41
HCP08620,08003,27
HCP08621,60602,27
HCP08622,82001,8
HCP08623,24702,27
HCP08624,20601,23
HCP08625,29002,21
HCP08626,38601,20
HCP08627,08003,44
HCP08628,50003,46
HCP08629,97001,32
HCP08630,03032,45
HCP08631,04003,11
HCP08632,58001,26
HCP08633,05009,40
HCP08634,84003,38
HCP08635,70001,52
HCP08636,57001,51
HCP08637,04002,57
HCP08638,94104,46
HCP08639,55003,28
HCP08640,60601,24
HCP08641,57003,8
HCP08642,37010,6
HCP08643,94105,58
HCP08644,19701,11
HCP08645,37010,8
HCP08646,19702,59
HCP08647,19702,23
HCP08648,10001,59
HCP08649,38603,10
HCP08650,30004,45
HCP08651,45203,36
HCP08652,83202,17
HCP08653,60001,41
HCP08654,20001,28
HCP08655,30003,52
HCP08656,30003,41
HCP08657,37012,39
HCP08658,60602,48
HCP08659,85001,53
HCP08660,68003,5
HCP08661,16822,25
HCP08662,40006,6
HCP08663,16821,41
HCP08664,16821,15
HCP08665,99502,54
HCP08666,75001,25
HCP08667,02804,25
HCP08668,02102,38
HCP08669,37010,39
HCP08670,19102,5
HCP08671,10004,10
HCP08672,35006,32
HCP08673,30002,19
HCP08674,58002,38
HCP08675,59002,53
HCP08676,90002,27
HCP08677,20102,39
HCP08678,07003,39
HCP08679,60603,32
HCP08680,19102,54
HCP08681,90001,16
HCP08682,24712,53
HCP08683,59003,9
HCP08684,03031,19
HCP08685,35004,5
HCP08686,50001,7
HCP08687,02103,46
HCP08688,68002,35
HCP08689,02801,7
HCP08690,20001,34
HCP08691,20101,43
HCP08692,57003,22
HCP08693,35006,18
HCP08694,73003,45
HCP08695,02801,50
HCP08696,05009,19
HCP08697,98103,25
HCP08698,07002,19
HCP08699,70003,30
HCP08700,60002,34
HCP08701,02801,22
HCP08702,07003,59
HCP08703,24701,12
HCP08704,20002,49
HCP08705,94102,37
HCP08706,96703,29
HCP08707,96703,39
HCP08708,55003,28
HCP08709,33125,37
HCP08710,30303,39
HCP08711,66003,58
HCP08712,38601,34
HCP08713,94104,17
HCP08714,01003,58
HCP08715,88902,41
HCP08716,46003,29
HCP08717,20103,19
HCP08718,90210,7
HCP08719,94103,39
HCP08720,40003,58
HCP08721,60002,24
HCP08722,90003,40
HCP08723,20601,59
HCP08724,97002,21
HCP08725,68002,54
HCP08726,53002,31
HCP08727,87004,54
HCP08728,03032,35
HCP08729,99502,15
HCP08730,68002,23
HCP08731,90212,54
HCP08732,19703,25
HCP08733,96704,26
HCP08734,40006,28
HCP08735,98102,34
HCP08736,94104,59
HCP08737,32006,24
HCP08738,66006,34
HCP08739,60003,28
HCP08740,20603,58
HCP08741,50001,16
HCP08742,68001,27
HCP08743,53002,25
HCP08744,10004,55
HCP08745,05002,32
HCP08746,07003,32
HCP08747,08003,32
HCP08748,45202,21
HCP08749,03032,58
HCP08750,59001,32
HCP08751,66006,27
HCP08752,96704,5
HCP08753,63005,59
HCP08754,05001,32
HCP08755,38602,22
HCP08756,06003,11
HCP08757,01002,9
HCP08758,98101,5
HCP08759,58003,7
HCP08760,94105,30
HCP08761,57003,39
HCP08762,48002,48
HCP08763,77002,15
HCP08764,57002,41
HCP08765,19702,34
HCP08766,27006,39
HCP08767,60001,39
HCP08768,73003,51
HCP08769,24712,21
HCP08770,90002,27
HCP08771,32006,42
HCP08772,30003,11
HCP08773,98103,43
HCP08774,07002,19
HCP08775,50001,11
HCP08776,30003,20
HCP08777,16820,9
HCP08778,50001,48
HCP08779,82003,9
HCP08780,48001,12
HCP08781,85001,36
HCP08782,75006,16
HCP08783,45202,13
HCP08784,96704,23
HCP08785,70002,48
HCP08786,94102,43
HCP08787,90212,53
HCP08788,85003,45
HCP08789,57001,55
HCP08790,60602,60
HCP08791,07002,29
HCP08792,30002,35
HCP08793,30004,6
HCP08794,58002,17
HCP08795,24701,36
HCP08796,45203,17
HCP08797,82001,59
HCP08798,73001,8
HCP08799,85002,24
HCP08800,08001,27
HCP08801,71601,47
HCP08802,90001,31
HCP08803,58003,13
HCP08804,43002,10
HCP08805,29002,22
HCP08806,37010,56
HCP08807,58002,54
HCP08808,32003,28
HCP08809,55003,40
HCP08810,30003,23
HCP08811,48003,47
HCP08812,85001,50
HCP08813,68002,50
HCP08814,32006,5
HCP08815,96703,25
HCP08816,90210,41
HCP08817,30303,42
HCP08818,98102,35
HCP08819,60601,17
HCP08820,20002,42
HCP08821,98101,42
HCP08822,01001,9
HCP08823,50003,23
HCP08824,20102,30
HCP08825,98103,24
HCP08826,01003,15
HCP08827,40004,58
HCP08828,01003,48
HCP08829,96704,44
HCP08830,75002,12
HCP08831,77002,12
HCP08832,30002,54
HCP08833,20001,29
HCP08834,53001,46
HCP08835,19701,32
HCP08836,96703,50
HCP08837,19103,53
HCP08838,90001,45
HCP08839,68001,44
HCP08840,03033,25
HCP08841,33126,49
HCP08842,90211,52
HCP08843,02101,26
HCP08844,60603,30
HCP08845,55001,50
HCP08846,30002,57
HCP08847,37011,23
HCP08848,32003,11
HCP08849,90212,36
HCP08850,70003,13
HCP08851,01003,24
HCP08852,06003,21
HCP08853,85001,32
HCP08854,27007,60
HCP08855,94102,41
HCP08856,33125,28
HCP08857,55002,59
HCP08858,29002,46
HCP08859,35005,10
HCP08860,20003,57
HCP08861,60003,5
HCP08862,12002,23
HCP08863,07002,23
HCP08864,53002,28
HCP08865,32006,58
HCP08866,04003,36
HCP08867,45203,17
HCP08868,53002,15
HCP08869,37010,60
HCP08870,27006,7
HCP08871,90212,51
HCP08872,04001,14
HCP08873,71603,12
HCP08874,53002,43
HCP08875,94105,12
HCP08876,80002,55
HCP08877,60603,9
HCP08878,73002,53
HCP08879,02802,26
HCP08880,29001,12
HCP08881,82002,23
HCP08882,70003,21
HCP08883,99503,16
HCP08884,94103,8
HCP08885,83203,31
HCP08886,02102,39
HCP08887,88901,8
HCP08888,01001,8
HCP08889,03031,19
HCP08890,98002,56
HCP08891,98001,10
HCP08892,55001,54
HCP08893,97003,55
HCP08894,03033,39
HCP08895,58001,48
HCP08896,38602,30
HCP08897,59001,40
HCP08898,75001,22
HCP08899,77001,50
HCP08900,75001,39
HCP08901,68001,14
HCP08902,99502,28
HCP08903,20101,44
HCP08904,94102,13
HCP08905,20003,32
HCP08906,46001,29
HCP08907,70003,23
HCP08908,60002,37
HCP08909,96701,24
HCP08910,90003,15
HCP08911,02101,23
HCP08912,98102,19
HCP08913,43001,26
HCP08914,82002,32
HCP08915,53003,32
HCP08916,94103,53
HCP08917,02801,43
HCP08918,98101,56
HCP08919,77003,8
HCP08920,48002,27
HCP08921,20001,30
HCP08922,84003,21
HCP08923,01003,18
HCP08924,60602,26
HCP08925,98103,36
HCP08926,04001,12
HCP08927,20003,49
HCP08928,96704,50
HCP08929,02101,50
HCP08930,87004,21
HCP08931,10004,60
HCP08932,57003,57
HCP08933,08003,7
HCP08934,03031,9
HCP08935,48001,10
HCP08936,85003,29
HCP08937,88904,13
HCP08938,37011,55
HCP08939,45202,42
HCP08940,80002,26
HCP08941,60001,44
HCP08942,20102,51
HCP08943,02804,40
HCP08944,35006,36
HCP08945,85002,60
HCP08946,53002,36
HCP08947,05002,31
HCP08948,94104,10
HCP08949,12004,45
HCP08950,77002,20
HCP08951,97003,39
HCP08952,20002,31
HCP08953,20603,22
HCP08954,77002,42
HCP08955,88901,36
HCP08956,46001,6
HCP08957,84003,50
HCP08958,94103,5
HCP08959,57002,45
HCP08960,90003,49
HCP08961,82001,28
HCP08962,94105,25
HCP08963,04002,9
HCP08964,55001,12
HCP08965,02804,11
HCP08966,96703,28
HCP08967,59003,26
HCP08968,73003,21
HCP08969,68003,6
HCP08970,57002,41
HCP08971,59002,43
HCP08972,27007,29
HCP08973,68001,15
HCP08974,08002,14
HCP08975,63001,19
HCP08976,07001,58
HCP08977,07001,5
HCP08978,43003,10
HCP08979,94102,33
HCP08980,35004,41
HCP08981,45201,52
HCP08982,66003,7
HCP08983,73001,25
HCP08984,08003,54
HCP08985,08003,25
HCP08986,20002,18
HCP08987,83203,11
HCP08988,02802,7
HCP08989,16820,43
HCP08990,55001,34
HCP08991,71603,30
HCP08992,02101,42
HCP08993,38602,28
HCP08994,57003,24
HCP08995,68003,37
HCP08996,38603,10
HCP08997,33126,33
HCP08998,88904,19
HCP08999,66003,48
HCP09000,99503,16
HCP09001,05009,16
HCP09002,55002,53
HCP09003,20001,35
HCP09004,96704,53
HCP09005,98002,54
HCP09006,19702,27
HCP09007,35004,28
HCP09008,19703,40
HCP09009,59002,51
HCP09010,55001,16
HCP09011,20102,40
HCP09012,90211,24
HCP09013,94105,47
HCP09014,46001,11
HCP09015,06003,25
HCP09016,43002,8
HCP09017,77002,42
HCP09018,46003,25
HCP09019,30004,28
HCP09020,24712,31
HCP09021,33125,32
HCP09022,02802,35
HCP09023,83202,16
HCP09024,38602,46
HCP09025,87004,54
HCP09026,02802,60
HCP09027,32003,12
HCP09028,35006,32
HCP09029,94103,60
HCP09030,02101,9
HCP09031,57001,33
HCP09032,80002,23
HCP09033,94103,36
HCP09034,32004,50
HCP09035,90002,45
HCP09036,10004,36
HCP09037,97003,5
HCP09038,50002,15
HCP09039,10002,5
HCP09040,20603,29
HCP09041,46001,27
HCP09042,01001,32
HCP09043,05001,30
HCP09044,46002,12
HCP09045,40006,52
HCP09046,94102,54
HCP09047,55002,35
HCP09048,38602,33
HCP09049,30002,25
HCP09050,98003,10
HCP09051,71603,45
HCP09052,75001,41
HCP09053,30303,6
HCP09054,20603,22
HCP09055,10002,22
HCP09056,02801,10
HCP09057,27007,26
HCP09058,38601,14
HCP09059,02101,31
HCP09060,10001,22
HCP09061,71603,17
HCP09062,06003,41
HCP09063,07001,58
HCP09064,68003,43
HCP09065,03031,7
HCP09066,19702,48
HCP09067,46003,29
HCP09068,45203,32
HCP09069,90212,43
HCP09070,19102,44
HCP09071,75002,51
HCP09072,37010,30
HCP09073,50001,12
HCP09074,58001,42
HCP09075,35005,10
HCP09076,68003,34
HCP09077,40004,42
HCP09078,48001,42
HCP09079,20003,15
HCP09080,01001,8
HCP09081,98103,50
HCP09082,77003,28
HCP09083,68001,32
HCP09084,19103,59
HCP09085,03031,33
HCP09086,96704,52
HCP09087,05001,23
HCP09088,80003,24
HCP09089,58002,37
HCP09090,87004,26
HCP09091,46002,33
HCP09092,05001,59
HCP09093,30303,23
HCP09094,20001,51
HCP09095,70002,7
HCP09096,01003,38
HCP09097,19701,23
HCP09098,37012,26
HCP09099,24702,59
HCP09100,48001,52
HCP09101,32003,22
HCP09102,03032,55
HCP09103,63002,26
HCP09104,16822,11
HCP09105,50003,39
HCP09106,20602,32
HCP09107,08001,54
HCP09108,87002,19
HCP09109,30003,37
HCP09110,66003,36
HCP09111,60003,41
HCP09112,94104,6
HCP09113,84001,38
HCP09114,68002,14
HCP09115,45202,28
HCP09116,70001,42
HCP09117,30301,22
HCP09118,12004,20
HCP09119,30302,6
HCP09120,01002,6
HCP09121,77002,5
HCP09122,75001,47
HCP09123,10003,17
HCP09124,50002,12
HCP09125,90210,26
HCP09126,02101,14
HCP09127,19104,30
HCP09128,20001,23
HCP09129,96704,57
HCP09130,94104,34
HCP09131,32004,54
HCP09132,35005,17
HCP09133,87002,12
HCP09134,85002,22
HCP09135,48001,21
HCP09136,37010,46
HCP09137,08001,50
HCP09138,02102,34
HCP09139,45201,60
HCP09140,20603,29
HCP09141,58003,51
HCP09142,19102,25
HCP09143,60603,43
HCP09144,50002,36
HCP09145,99502,13
HCP09146,50001,12
HCP09147,84001,51
HCP09148,30303,23
HCP09149,84003,47
HCP09150,05001,58
HCP09151,04003,48
HCP09152,82002,33
HCP09153,08002,17
HCP09154,04002,7
HCP09155,59001,11
HCP09156,38603,43
HCP09157,04002,38
HCP09158,30301,52
HCP09159,98003,16
HCP09160,37012,42
HCP09161,57001,7
HCP09162,46002,36
HCP09163,75002,56
HCP09164,75006,24
HCP09165,80001,13
HCP09166,85001,6
HCP09167,96703,20
HCP09168,02804,10
HCP09169,12004,32
HCP09170,85003,5
HCP09171,99501,56
HCP09172,03032,50
HCP09173,46001,27
HCP09174,71602,46
HCP09175,35005,42
HCP09176,99502,17
HCP09177,50003,60
HCP09178,94105,48
HCP09179,46002,8
HCP09180,53001,43
HCP09181,48001,15
HCP09182,63005,26
HCP09183,48001,25
HCP09184,29003,60
HCP09185,82003,9
HCP09186,59003,39
HCP09187,94104,46
HCP09188,71602,56
HCP09189,58001,12
HCP09190,10002,38
HCP09191,88902,35
HCP09192,75002,9
HCP09193,19102,55
HCP09194,75001,43
HCP09195,75001,57
HCP09196,77002,49
HCP09197,55002,22
HCP09198,85003,21
HCP09199,90003,40
HCP09200,16821,29
HCP09201,57003,14
HCP09202,12001,29
HCP09203,07003,32
HCP09204,59002,23
HCP09205,58003,59
HCP09206,10002,51
HCP09207,50001,28
HCP09208,35006,47
HCP09209,55001,41
HCP09210,99501,54
HCP09211,19701,34
HCP09212,16822,27
HCP09213,43001,18
HCP09214,82001,50
HCP09215,85003,8
HCP09216,55002,15
HCP09217,99502,35
HCP09218,75001,58
HCP09219,90003,20
HCP09220,20102,29
HCP09221,01002,15
HCP09222,88902,41
HCP09223,75006,22
HCP09224,29003,8
HCP09225,35005,9
HCP09226,10001,42
HCP09227,73001,40
HCP09228,01001,13
HCP09229,19102,43
HCP09230,48001,55
HCP09231,02103,15
HCP09232,58002,55
HCP09233,50001,13
HCP09234,80003,27
HCP09235,19104,17
HCP09236,53002,12
HCP09237,63002,33
HCP09238,94103,9
HCP09239,19701,56
HCP09240,73001,29
HCP09241,02102,45
HCP09242,01003,31
HCP09243,55003,49
HCP09244,32006,55
HCP09245,60003,29
HCP09246,38602,47
HCP09247,90003,55
HCP09248,05009,6
HCP09249,40003,49
HCP09250,02802,50
HCP09251,03033,58
HCP09252,19103,13
HCP09253,10003,41
HCP09254,12004,40
HCP09255,66003,5
HCP09256,40003,35
HCP09257,97003,23
HCP09258,87004,58
HCP09259,97003,9
HCP09260,40006,36
HCP09261,50001,32
HCP09262,43001,48
HCP09263,80003,58
HCP09264,71601,10
HCP09265,07003,13
HCP09266,68001,34
HCP09267,43002,56
HCP09268,37012,24
HCP09269,29003,36
HCP09270,38601,19
HCP09271,82003,36
HCP09272,10001,12
HCP09273,20001,32
HCP09274,30004,12
HCP09275,04003,17
HCP09276,57002,7
HCP09277,10003,8
HCP09278,40004,54
HCP09279,04003,12
HCP09280,94103,13
HCP09281,20002,47
HCP09282,12004,53
HCP09283,87004,34
HCP09284,32003,9
HCP09285,83203,39
HCP09286,83201,17
HCP09287,20101,34
HCP09288,20103,45
HCP09289,27006,7
HCP09290,53001,32
HCP09291,77003,58
HCP09292,48001,12
HCP09293,98002,53
HCP09294,83201,59
HCP09295,02103,9
HCP09296,01002,9
HCP09297,68001,8
HCP09298,63002,31
HCP09299,20102,22
HCP09300,05009,36
HCP09301,90211,44
HCP09302,87002,24
HCP09303,27007,51
HCP09304,73001,21
HCP09305,10003,28
HCP09306,71601,28
HCP09307,97003,52
HCP09308,48002,6
HCP09309,53003,48
HCP09310,02101,29
HCP09311,66002,32
HCP09312,43002,5
HCP09313,20602,57
HCP09314,87001,28
HCP09315,71602,41
HCP09316,70002,36
HCP09317,71601,24
HCP09318,33127,27
HCP09319,20101,38
HCP09320,45202,19
HCP09321,83201,33
HCP09322,80003,15
HCP09323,85001,50
HCP09324,24701,52
HCP09325,63005,6
HCP09326,06001,41
HCP09327,10001,6
HCP09328,03033,42
HCP09329,75006,16
HCP09330,57002,60
HCP09331,83201,6
HCP09332,29001,14
HCP09333,19702,41
HCP09334,98002,34
HCP09335,30003,13
HCP09336,96704,21
HCP09337,82002,24
HCP09338,43001,33
HCP09339,97002,8
HCP09340,87002,38
HCP09341,35005,60
HCP09342,16822,28
HCP09343,80001,6
HCP09344,82002,45
HCP09345,88904,56
HCP09346,75002,47
HCP09347,96704,50
HCP09348,04001,38
HCP09349,70001,46
HCP09350,77002,10
HCP09351,53003,37
HCP09352,32004,50
HCP09353,16822,15
HCP09354,80002,21
HCP09355,46003,9
HCP09356,60003,39
HCP09357,05009,16
HCP09358,16822,31
HCP09359,98103,52
HCP09360,75001,17
HCP09361,43001,47
HCP09362,01001,42
HCP09363,60003,32
HCP09364,02804,20
HCP09365,43002,54
HCP09366,06002,7
HCP09367,82002,58
HCP09368,63005,6
HCP09369,46001,6
HCP09370,19102,33
HCP09371,08003,41
HCP09372,27006,34
HCP09373,01002,45
HCP09374,73001,25
HCP09375,85003,5
HCP09376,94103,34
HCP09377,37012,21
HCP09378,46002,44
HCP09379,98003,25
HCP09380,35005,15
HCP09381,20002,27
HCP09382,98102,51
HCP09383,04003,48
HCP09384,24712,15
HCP09385,90210,22
HCP09386,98102,11
HCP09387,94105,44
HCP09388,90001,23
HCP09389,75001,55
HCP09390,35006,33
HCP09391,20601,42
HCP09392,12001,8
HCP09393,20601,43
HCP09394,98003,21
HCP09395,98002,44
HCP09396,98101,25
HCP09397,98001,36
HCP09398,98003,18
HCP09399,83201,25
HCP09400,94104,27
HCP09401,80002,26
HCP09402,59002,40
HCP09403,05002,25
HCP09404,60001,56
HCP09405,38602,59
HCP09406,32004,48
HCP09407,20003,56
HCP09408,43002,17
HCP09409,33126,31
HCP09410,20003,16
HCP09411,43001,54
HCP09412,94103,34
HCP09413,60001,17
HCP09414,03033,19
HCP09415,71601,26
HCP09416,12004,60
HCP09417,27007,17
HCP09418,01001,14
HCP09419,37010,51
HCP09420,40006,26
HCP09421,94104,7
HCP09422,30302,37
HCP09423,20101,40
HCP09424,08003,46
HCP09425,43003,50
HCP09426,35004,60
HCP09427,20603,12
HCP09428,55001,58
HCP09429,33127,49
HCP09430,80002,23
HCP09431,45202,28
HCP09432,77002,18
HCP09433,75001,28
HCP09434,20602,41
HCP09435,03031,56
HCP09436,24701,45
HCP09437,85001,30
HCP09438,85001,13
HCP09439,04003,16
HCP09440,87004,49
HCP09441,19103,11
HCP09442,33125,42
HCP09443,12002,38
HCP09444,99503,47
HCP09445,01002,12
HCP09446,75002,9
HCP09447,71601,57
HCP09448,87004,14
HCP09449,30303,9
HCP09450,73002,59
HCP09451,70003,51
HCP09452,06001,55
HCP09453,90211,22
HCP09454,10003,36
HCP09455,99502,39
HCP09456,94104,14
HCP09457,82001,23
HCP09458,96704,8
HCP09459,02103,27
HCP09460,10002,8
HCP09461,50001,24
HCP09462,60002,30
HCP09463,10003,18
HCP09464,02103,56
HCP09465,55002,43
HCP09466,84002,43
HCP09467,68002,52
HCP09468,33125,44
HCP09469,87004,48
HCP09470,80003,6
HCP09471,32003,33
HCP09472,20103,10
HCP09473,32006,30
HCP09474,01002,6
HCP09475,37012,24
HCP09476,43003,29
HCP09477,98102,20
HCP09478,98001,20
HCP09479,19701,6
HCP09480,87004,35
HCP09481,35005,48
HCP09482,90001,56
HCP09483,90212,9
HCP09484,19703,10
HCP09485,33127,40
HCP09486,05001,22
HCP09487,02801,29
HCP09488,87004,36
HCP09489,16821,54
HCP09490,75006,40
HCP09491,53002,36
HCP09492,73002,59
HCP09493,06003,13
HCP09494,19103,47
HCP09495,35005,55
HCP09496,90002,30
HCP09497,19102,20
HCP09498,38603,45
HCP09499,73002,41
HCP09500,01002,17
HCP09501,75006,21
HCP09502,94104,44
HCP09503,05002,28
HCP09504,08001,53
HCP09505,01002,43
HCP09506,33125,40
HCP09507,24712,44
HCP09508,87002,36
HCP09509,29001,25
HCP09510,37011,34
HCP09511,88902,33
HCP09512,27008,44
HCP09513,20101,10
HCP09514,40004,50
HCP09515,04002,7
HCP09516,19703,43
HCP09517,10003,27
HCP09518,80002,29
HCP09519,46002,20
HCP09520,02804,46
HCP09521,97001,46
HCP09522,71602,50
HCP09523,19103,25
HCP09524,16822,43
HCP09525,96704,46
HCP09526,19701,32
HCP09527,71602,22
HCP09528,38601,31
HCP09529,60003,16
HCP09530,16821,57
HCP09531,73002,23
HCP09532,96701,7
HCP09533,19703,53
HCP09534,73003,43
HCP09535,10001,48
HCP09536,20001,16
HCP09537,12002,47
HCP09538,37012,40
HCP09539,20001,39
HCP09540,97001,45
HCP09541,75001,25
HCP09542,46002,53
HCP09543,45203,32
HCP09544,70002,59
HCP09545,46002,60
HCP09546,40003,19
HCP09547,96703,19
HCP09548,20601,53
HCP09549,94102,38
HCP09550,77003,38
HCP09551,29002,8
HCP09552,82003,30
HCP09553,03032,42
HCP09554,59001,38
HCP09555,90002,23
HCP09556,07002,11
HCP09557,19103,9
HCP09558,83203,50
HCP09559,37012,34
HCP09560,20001,7
HCP09561,83203,6
HCP09562,27007,26
HCP09563,80001,19
HCP09564,19702,41
HCP09565,30002,57
HCP09566,55001,49
HCP09567,60603,11
HCP09568,50001,47
HCP09569,66003,48
HCP09570,05009,30
HCP09571,07001,17
HCP09572,07003,27
HCP09573,57001,56
HCP09574,33127,35
HCP09575,30002,42
HCP09576,04002,41
HCP09577,59002,43
HCP09578,35006,26
HCP09579,04003,59
HCP09580,05009,13
HCP09581,48002,48
HCP09582,90211,50
HCP09583,96704,60
HCP09584,90210,17
HCP09585,06002,47
HCP09586,32003,23
HCP09587,33126,52
HCP09588,10004,60
HCP09589,63002,49
HCP09590,48003,13
HCP09591,07003,57
HCP09592,32004,45
HCP09593,68001,30
HCP09594,53002,26
HCP09595,02101,32
HCP09596,06002,17
HCP09597,94104,57
HCP09598,87001,20
HCP09599,94102,17
HCP09600,02801,40
HCP09601,97003,41
HCP09602,82003,21
HCP09603,98103,31
HCP09604,77003,46
HCP09605,35006,20
HCP09606,27008,31
HCP09607,60001,33
HCP09608,16820,22
HCP09609,68001,53
HCP09610,98001,36
HCP09611,70002,37
HCP09612,96704,21
HCP09613,27008,17
HCP09614,20002,31
HCP09615,24701,56
HCP09616,57001,30
HCP09617,60603,37
HCP09618,02101,45
HCP09619,90212,15
HCP09620,59002,25
HCP09621,98003,16
HCP09622,32004,46
HCP09623,50001,38
HCP09624,30004,44
HCP09625,29002,38
HCP09626,45202,45
HCP09627,80002,52
HCP09628,75006,54
HCP09629,75001,11
HCP09630,12004,7
HCP09631,82002,23
HCP09632,60603,9
HCP09633,40003,58
HCP09634,94105,33
HCP09635,37011,53
HCP09636,88902,8
HCP09637,83203,14
HCP09638,88901,24
HCP09639,30302,44
HCP09640,24701,21
HCP09641,83201,59
HCP09642,48001,12
HCP09643,02102,18
HCP09644,02102,16
HCP09645,66003,10
HCP09646,33125,12
HCP09647,84002,39
HCP09648,29002,22
HCP09649,96704,7
HCP09650,02103,42
HCP09651,75002,37
HCP09652,37011,49
HCP09653,87001,53
HCP09654,12004,12
HCP09655,87004,18
HCP09656,24701,21
HCP09657,20101,35
HCP09658,73001,36
HCP09659,82003,55
HCP09660,53002,33
HCP09661,90210,49
HCP09662,43002,13
HCP09663,75001,55
HCP09664,45203,24
HCP09665,60602,11
HCP09666,35006,58
HCP09667,05001,55
HCP09668,30004,52
HCP09669,96701,38
HCP09670,01003,40
HCP09671,73003,9
HCP09672,27006,29
